# x   Uynumeric
# built copy paste from output of calc-temperature-profile-numeric.py
0.0 0.6
0.0625 0.6221040000000039
0.125 0.6443336
0.1875 0.6667792000000009
0.25 0.6895392000000038
0.3125 0.7127008000000024
0.375 0.7363344000000006
0.43750000000000006 0.7604928000000019
0.5 0.7852080000000023
0.5625 0.8104920000000039
0.625 0.8363336000000027
0.6875 0.8626992000000019
0.75 0.8895376000000033
0.8125 0.9167776000000003
0.8750000000000001 0.944332000000004
0.9375 0.9721040000000039
1.0 1.0
