# x   Uynumeric
# built copy paste from output of calc-temperature-profile-numeric.py
0.0     0.6
0.125     0.6499984000000041
0.25     0.699996000000001
0.375     0.749995200000003
0.5     0.799995200000003
0.625     0.8499952000000031
0.75     0.899996000000001
0.8750000000000001     0.949998400000004
1.0     1.0
