# x   Uynumeric
# built copy paste from output of calc-velocity-profile-numeric.py
0.0     0.0
0.125     0.04135514353888242
0.25     0.07248288522750855
0.375     0.09258907153863084
0.5     0.10087953562215024
0.625     0.096560088978334
0.75     0.0788365131310336
0.8750000000000001     0.046914567954466836
1.0     0.0
